type	chrom	p_id	p_start	p_end	r_id	r_start	r_end	overlap_len	coverage_pred	coverage_ref
FP	NC_089036.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	20958712	20958790	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:31540647-31540928(31540648:31540928|tsd_l:tsd)-0.8156	21831597	21831700	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:21831571-21831753(21831572:21831753|tsd_l:tsd)-0.5080	21831701	21831736	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22394877	22394928	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:22694795-22694935(22694796:22694935|tsd_l:16|tsd_s:22694796|tsd_e:22694936)-0.7097	22694729	22694829	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23214544	23214596	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:23973776-23974033(23973777:23974033|tsd_l:tsd)-0.5037	23973776	23973841	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23987304	23987358	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24649022	24649073	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24649168	24649222	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:26357167-26357463(26357168:26357463|tsd_l:tsd)-0.7645	26357293	26357388	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	26746384	26746461	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26878553	26878605	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28117536	28117588	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28117692	28117744	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28340971	28341023	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28341126	28341178	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:29636601-29636687(29636602:29636687|tsd_l:tsd)-0.7622	29636488	29636544	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	31596860	31596912	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	31597015	31597067	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	31899339	31899391	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:32329602-32329790(32329603:32329790|tsd_l:13|tsd_s:32329619|tsd_e:32329793)-0.6906	32329669	32329771	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33443745	33443797	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33443900	33443952	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33585596	33585648	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33585752	33585804	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	33609597	33609649	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:34423436-34423522(34423437:34423522|tsd_l:tsd)-0.6517	34423299	34423369	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089036.1:35120799-35120925(35120800:35120925|tsd_l:tsd)-0.5327	35120751	35120792	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	35553139	35553191	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	35553294	35553346	-	-	-	0	0.0	0.0
FP	NC_089036.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	36351288	36351343	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:400231-400444(400232:400444|tsd_l:tsd)-0.6035	400232	400307	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1493917	1493969	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1851592	1851644	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:2100159-2100385(2100160:2100385|tsd_l:tsd)-0.6531	2100016	2100093	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:2448336-2448575(2448337:2448575|tsd_l:tsd)-0.7291	2448411	2448482	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:2687890-2688222(2687891:2688222|tsd_l:tsd)-0.7876	2687825	2687917	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:2726150-2726418(2726151:2726418|tsd_l:tsd)-0.5663	2726181	2726258	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:5201400-5201542(5201401:5201542|tsd_l:tsd)-0.5544	5201275	5201340	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5790111	5790163	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	6256902	6256954	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	6477630	6477707	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	6513733	6513810	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:8323234-8323384(8323235:8323384|tsd_l:tsd)-0.5373	8323231	8323295	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:8409394-8409631(8409395:8409631|tsd_l:tsd)-0.5453	8409401	8409670	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	8757751	8757829	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:9449552-9449718(9449553:9449718|tsd_l:tsd)-0.5023	9449526	9449561	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:9946187-9946532(9946188:9946532|tsd_l:tsd)-0.6746	9946388	9946465	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089037.1:24409041-24409161(24409042:24409161|tsd_l:tsd)-0.6378	10163580	10163669	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	10403414	10403466	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:10721788-10722088(10721789:10722088|tsd_l:13|tsd_s:10721788|tsd_e:10722094)-0.7953	10721777	10721878	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:11739798-11740099(11739799:11740099|tsd_l:tsd)-0.5570	11739710	11739777	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	16228845	16228989	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18301914	18301966	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:18575907-18576166(18575908:18576166|tsd_l:tsd)-0.5487	18575932	18575983	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20164074	20164126	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:20494296-20494542(20494297:20494542|tsd_l:tsd)-0.7008	20494285	20494332	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20718449	20718501	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21127982	21128034	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21396284	21396336	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:21421865-21421997(21421866:21421997|tsd_l:tsd)-0.8999	21421824	21421985	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22246318	22246370	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22246473	22246525	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:22545407-22545676(22545408:22545676|tsd_l:tsd)-0.6279	22545419	22545526	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:22717003-22717289(22717004:22717289|tsd_l:12|tsd_s:22717006|tsd_e:22717291)-0.5456	22717161	22717219	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	23004391	23004472	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23973729	23973781	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23973884	23973934	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:24494810-24495073(24494811:24495073|tsd_l:tsd)-0.5037	24494929	24494970	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:24954678-24954865(24954679:24954865|tsd_l:14|tsd_s:24954680|tsd_e:24954868)-0.5237	24954690	24954797	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:25006932-25007098(25006933:25007098|tsd_l:tsd)-0.7810	25006918	25007007	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26346241	26346293	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26346396	26346448	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	26346522	26346600	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089037.1:17164917-17165222(17164918:17165222|tsd_l:16|tsd_s:17164919|tsd_e:17165222)-0.7336	27079301	27079393	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089045.1:27082595-27082853(27082596:27082853|tsd_l:tsd)-0.8222	27082749	27082838	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	27177228	27177296	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	27422678	27422730	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	27467679	27467731	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:12280842-12281116(12280843:12281116|tsd_l:tsd)-0.6747	27810679	27810764	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:31540647-31540928(31540648:31540928|tsd_l:tsd)-0.8156	27810836	27810941	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28111510	28111562	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28111665	28111716	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28229780	28229832	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	28230875	28230927	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	29073444	29073495	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	30318755	30318807	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	30318910	30318962	-	-	-	0	0.0	0.0
FP	NC_089045.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	30780674	30780726	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4163547	4163601	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4945028	4945080	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4967069	4967121	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4967224	4967276	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:5048406-5048691(5048407:5048691|tsd_l:tsd)-0.5915	5048548	5048613	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	6036978	6037051	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:6113906-6114174(6113907:6114174|tsd_l:tsd)-0.6252	6113872	6113931	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:7425937-7426349(7425938:7426349|tsd_l:tsd)-0.6164	7426046	7426123	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	9695491	9695645	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	9736977	9737131	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	10597075	10597127	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	11211174	11211226	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	11211329	11211381	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	11499210	11499262	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:12082115-12082394(12082116:12082394|tsd_l:tsd)-0.5332	12082420	12082497	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089035.1:29397836-29398079(29397837:29398079|tsd_l:tsd)-0.6595	12173019	12173060	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	12522616	12522668	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	12948054	12948106	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	13637311	13637465	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	13715029	13715081	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	13812291	13812343	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:13905793-13905941(13905794:13905941|tsd_l:tsd)-0.5236	13905807	13905901	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089035.1:29397836-29398079(29397837:29398079|tsd_l:tsd)-0.6595	13925256	13925297	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:14121336-14121483(14121337:14121483|tsd_l:tsd)-0.5783	14121187	14121228	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14144211	14144263	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	14359081	14359135	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:4665183-4665436(4665184:4665436|tsd_l:tsd)-0.5522	14413336	14413405	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:14538886-14539291(14538887:14539291|tsd_l:tsd)-0.5499	14539112	14539147	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089039.1:855849-856111(855850:856111|tsd_l:11|tsd_s:855850|tsd_e:856115)-0.7031	15155905	15156059	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	16981235	16981287	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	17102185	17102252	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:17705425-17705512(17705426:17705512|tsd_l:tsd)-0.7544	17705413	17705490	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	17791061	17791113	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18071791	18071845	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089035.1:29397836-29398079(29397837:29398079|tsd_l:tsd)-0.6595	18145094	18145135	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	18488790	18488836	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19063371	19063423	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	19573426	19573478	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:20120287-20120475(20120288:20120475|tsd_l:tsd)-0.5468	20120347	20120418	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20304040	20304092	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20487334	20487386	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20568757	20568809	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20568913	20568965	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	20785140	20785192	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:20967195-20967381(20967196:20967381|tsd_l:tsd)-0.5174	20967378	20967413	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21151134	21151186	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21151289	21151341	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	21683377	21683427	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	22045929	22046010	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22298306	22298358	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22298461	22298513	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	22606008	22606060	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23237471	23237523	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	23237626	23237678	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	23503471	23503544	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:5888385-5888552(5888386:5888552|tsd_l:16|tsd_s:5888404|tsd_e:5888540)-0.6540	23862384	23862477	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:24280724-24280918(24280725:24280918|tsd_l:tsd)-0.5741	24280707	24280748	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	24637638	24637690	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	25195168	25195220	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	25195323	25195375	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089043.1:25409763-25409978(25409764:25409978|tsd_l:tsd)-0.5233	25409614	25409648	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089042.1:21583117-21583382(21583118:21583382|tsd_l:tsd)-0.5509	25409809	25409886	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	25631028	25631072	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	25646178	25646230	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	25646333	25646385	-	-	-	0	0.0	0.0
FP	NC_089043.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	26332147	26332199	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	161058	161110	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	633835	633887	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	633990	634042	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089040.1:10031057-10031199(10031058:10031199|tsd_l:14|tsd_s:10031058|tsd_e:10031200)-0.7832	852316	852389	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1699898	1699950	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	1892548	1892599	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:12855292-12855542(12855293:12855542|tsd_l:tsd)-0.6306	2330220	2330476	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	2341650	2341702	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	2663894	2663946	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	3378625	3378677	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4093009	4093061	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4581611	4581663	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4866661	4866715	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4879712	4879764	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	4922950	4923002	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5327294	5327346	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5624005	5624057	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	5669718	5669770	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	6106986	6107038	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:6548277-6548492(6548278:6548492|tsd_l:tsd)-0.8614	6548224	6548367	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	7034462	7034513	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	7412009	7412058	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	7412164	7412216	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:12280842-12281116(12280843:12281116|tsd_l:tsd)-0.6747	7574534	7574622	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089038.1:19240366-19240838(19240367:19240838|tsd_l:tsd)-0.7372	7987096	7987148	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:8491585-8492059(8491586:8492059|tsd_l:tsd)-0.5433	8491768	8491857	-	-	-	0	0.0	0.0
FP	NC_089035.1	NC_089035.1:8689751-8690048(8689752:8690048|tsd_l:20|tsd_s:8689753|tsd_e:8690045)-0.6671	8689717	8689792	-	-	-	0	0.0	0.0
